item,class_id,class_name,th,default_name,obj_type,obj_mane,output_Measurement
Harmonics,208666880,THD,208666905,THD Current C High,RegisterObj,NumericVariable_Register,
Harmonics,208666880,THD,208666906,THD Current C Mean,RegisterObj,NumericVariable_Register,
Harmonics,208666880,THD,208666907,Voltage L-L THD,RegisterObj,NumericVariable_Register,
Harmonics,208666880,THD,208666908,Voltage L-N THD,RegisterObj,NumericVariable_Register,
Harmonics,208666880,THD,208666909,Current THD,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667393,Fundamental Current Mag A,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667394,Fundamental Current Ang A,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667395,Fundamental Current Mag B,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667396,Fundamental Current Ang B,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667397,Fundamental Current Mag C,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667398,Fundamental Current Ang C,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667399,Fundamental Current Mag N,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667400,Fundamental Current Ang N,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667401,Fundamental Current Mag E,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667402,Fundamental Current Ang E,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667403,Fundamental Voltage Mag A-N,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667404,Fundamental Voltage Mag B-N,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667405,Fundamental Voltage Mag C-N,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667406,Fundamental Voltage Mag A-B,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667407,Fundamental Voltage Mag B-C,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667408,Fundamental Voltage Mag C-A,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667409,Fundamental Voltage Mag N-E,RegisterObj,NumericVariable_Register,
Harmonics,208667392,Fundamentals,208667410,Fundamental Voltage Ang N-E,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667905,H3 Voltage A-B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667906,H3 Voltage A-B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667907,H5 Voltage A-B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667908,H5 Voltage A-B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667909,H7 Voltage A-B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667910,H7 Voltage A-B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667911,H9 Voltage A-B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667912,H9 Voltage A-B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667913,H3 Voltage B-C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667914,H3 Voltage B-C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667915,H5 Voltage B-C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667916,H5 Voltage B-C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667917,H7 Voltage B-C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667918,H7 Voltage B-C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667919,H9 Voltage B-C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667920,H9 Voltage B-C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667921,H3 Voltage C-A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667922,H3 Voltage C-A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667923,H5 Voltage C-A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667924,H5 Voltage C-A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667925,H7 Voltage C-A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667926,H7 Voltage C-A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667927,H9 Voltage C-A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667928,H9 Voltage C-A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667929,H3 Voltage A-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667930,H3 Voltage A-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667931,H5 Voltage A-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667932,H5 Voltage A-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667933,H7 Voltage A-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667934,H7 Voltage A-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667935,H9 Voltage A-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667936,H9 Voltage A-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667937,H3 Voltage B-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667938,H3 Voltage B-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667939,H5 Voltage B-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667940,H5 Voltage B-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667941,H7 Voltage B-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667942,H7 Voltage B-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667943,H9 Voltage B-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667944,H9 Voltage B-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667945,H3 Voltage C-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667946,H3 Voltage C-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667947,H5 Voltage C-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667948,H5 Voltage C-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667949,H7 Voltage C-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667950,H7 Voltage C-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667951,H9 Voltage C-N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208667904,Harmonic Voltage,208667952,H9 Voltage C-N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668417,H3 Current A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668418,H3 Current A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668419,H5 Current A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668420,H5 Current A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668421,H7 Current A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668422,H7 Current A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668423,H9 Current A Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668424,H9 Current A Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668425,H3 Current B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668426,H3 Current B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668427,H5 Current B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668428,H5 Current B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668429,H7 Current B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668430,H7 Current B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668431,H9 Current B Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668432,H9 Current B Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668433,H3 Current C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668434,H3 Current C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668435,H5 Current C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668436,H5 Current C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668437,H7 Current C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668438,H7 Current C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668439,H9 Current C Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668440,H9 Current C Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668441,H3 Current N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668442,H3 Current N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668443,H5 Current N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668444,H5 Current N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668445,H7 Current N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668446,H7 Current N Angle,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668447,H9 Current N Magnitude,RegisterObj,NumericVariable_Register,
Harmonics,208668416,Harmonic Current,208668448,H9 Current N Angle,RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521153,Ambient Temperature Celsius,RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521154,Ambient Temperature Fahrenheit,RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521155,Ambient Temperature Differential (deg C),RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521156,Ambient Temperature Differential (deg F),RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521157,Ambient Temperature Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521158,Ambient Temperature Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521159,Ambient Temperature Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
Environmental,205521152,Ambient Temperature,205521160,Ambient Temperature Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521665,Temperature Celsius,RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521666,Temperature Fahrenheit,RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521667,Average Daily Temperature Celsius,RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521668,Average Daily Temperature Fahrenheit,RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521669,Temperature Differential (deg C),RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521670,Temperature Differential (deg F),RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521671,Temperature Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521672,Temperature Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521673,Temperature Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
Environmental,205521664,Temperature,205521674,Temperature Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
Environmental,205522176,Degree Days,205522177,Cooling Degree Days Celsius,RegisterObj,NumericVariable_Register,
Environmental,205522176,Degree Days,205522178,Cooling Degree Days Fahrenheit,RegisterObj,NumericVariable_Register,
Environmental,205522176,Degree Days,205522179,Heating Degree Days Celsius,RegisterObj,NumericVariable_Register,
Environmental,205522176,Degree Days,205522180,Heating Degree Days Fahrenheit,RegisterObj,NumericVariable_Register,
Environmental,205522176,Degree Days,205522181,Daily Max Temp,RegisterObj,NumericVariable_Register,
Environmental,205522176,Degree Days,205522182,Daily Min Temp,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522689,Weather Atmospheric Pressure,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522690,Weather Atmospheric Pressure (mbar),RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522691,Weather Relative Humidity,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522692,Weather Temperature Celsius,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522693,Weather Temperature Fahrenheit,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522694,Weather Temperature Celsius Daily Maximum,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522695,Weather Temperature Celsius Daily Minimum,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522696,Weather Temperature Differential (deg C),RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522697,Weather Temperature Differential (deg F),RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522698,Weather Temperature Fahrenheit Daily Maximum,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522699,Weather Temperature Fahrenheit Daily Minimum,RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522700,Weather Temperature Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522701,Weather Temperature Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522702,Weather Temperature Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
Environmental,205522688,Weather,205522703,Weather Temperature Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
Environmental,205523200,Environmental Other,205523201,Atmospheric Pressure (Hour Interval),RegisterObj,NumericVariable_Register,
